,rating,status,experience,review_title,date,employee_title,location,pro,con,advice
418,5.0,,,Great place,"Dec 27, 2021",Anonymous Employee,,"Good pay, benefits, and easy hiring process",Hard manual labor can be hard on the body,
419,4.0,,,It's a job,"Dec 28, 2021","Fulfillment Associate in Memphis, TN","Memphis, TN",Typical warehouse duties and environment,Hiring process was longer than usual,
420,4.0,Former Employee,less than 1 year,Whole Foods Amazon Shopper Review,"Dec 27, 2021","Whole Foods Shopper in Redmond, WA","Redmond, WA","-Highly flexible schedules, pick your own shifts
-Structured environment","-Inconvenient shifts
-Competitive to get hours",
421,5.0,,,Great,"Dec 28, 2021",Anonymous Employee,,They have really great benefits,They have 10 hour work days,
422,5.0,Former Employee,less than 1 year,fair pay and excellent benefits,"Oct 15, 2021","Anonymous Employee in Goodyear, AZ","Goodyear, AZ","The benefits were awesome. They gave 48 hours of personal time off which you could use any time for any reason. Never even needed to call anybody...just don't show up or leave work early and its done. Also if you work a holiday you get paid 1.5 times your hourly rate AND another 8 hours pay for the holiday. Also 2 weeks of vacation on top of the personal time, and the ability to take plenty of unpaid time off. Annual raises too. If you can deal with the physical nature of the job its easy money.

The people were great. They want you to succeed, they encourage you to move up. They offer so many paid training opportunities.",It is physically demanding. If you are not okay with standing all the time and lots of walking then its a tough gig. Other than that the work is simple.,move employees around evenly on the line so that everyone gets a shot to be at the front of the line.
423,3.0,Current Employee,more than 3 years,Total Comp = AKA not just base,"Nov 4, 2021","Technical Recruiter II in Atlanta, GA","Atlanta, GA","Opportunity to learn from one of the biggest, most agile, and most reputable companies in the world. Amazon is consistently ranked as one of consumers favorite and most trusted brands. Getting to work at this company, no matter the tough environment, does have a payoff for the long term even after a few years. If you can work with a lot of ambiguity and are good at networking (in my experience) it helps.","A big part of compensation at Amazon is with stock. I would like my base to be higher but all things considered my ""total compensation"" isn't terrible. If you are interviewing and have an offer ask what the salary range for that role is so you can come in at the top. You won't get any significant base raises year over year unless you are promoted. Even if you are ""top tier"" now ""exceeds"" on your Forte (annual performance review) you just get more shares that vest 2 years out, so come in high.","Work harder to change the compensation structure at Amazon. Complain to HR, document attrition based off it the model and proactively look for solutions here as it's a problem."
424,5.0,,,Great First Time Job for Managers,"Dec 9, 2021","Amazon Area Manager II in New York, NY","New York, NY",Everyone has their own experience. It was a great first job. It paid well. You meet a lot of great people and are exposed to the coolest technology in fulfillment. If you get the chance to begin your experience launching a building!,"High expectations, unpaid overtime, on your feet for long periods of time and loud noises throughout shift",Take better care of your people! They work really hard.
425,5.0,Current Employee,more than 1 year,The best and worst,"Dec 12, 2021","IT Support Engineer in Jersey City, NJ","Jersey City, NJ","I cant complain, a great company with a lot of smart people. You will be always in a learning mode.",Hiring managers from outside tend to break that amazing culture and if not trained well it becoled extremely difficult to know what to follow.,Have new manager go through a deep training from bottom up to understand what amazong beleive and stand for.
426,1.0,Former Employee,more than 1 year,"Not worth it, they’ll trade you I’m as soon as they can","Dec 2, 2021",Warehouse Associate,,The work is consistent if you get on a full time schedule and they pay double time when they need people. It’s probably the easiest work you will ever do in your life. It’s hard to not succeed especially if you need short term work.,"They really don’t care. It’s a revolving door with a 30 day turnover rate. Everyone is a number until they have a union scare. I worked there for a year and lost my job to labor sharing. They gave away all of our shifts to other amazon workers outside of our wharehouse and no one was able to get hours. As a result we all got fired, and then we were given the opportunity to come back after they took away all of our vacation pay.",Stop over hiring for shifts. Know your numbers and don’t waste their time. It may be a big company but you can’t retain people when you waste their time and don’t listen. I loved this company until I started working for it
427,5.0,Current Employee,less than 1 year,This is an honest review,"Oct 20, 2021",FC I Fullfilment Center Associate,,"My Area Manager is the most amazing and compassionate individual I've ever had the pleasure of working with. If I communicate with any PA or management with any concern, it is quickly resolved. I find myself respected here, and for the first time experiencing a work environment with a lot of opportunity for growth, amazing benefits, and I am constantly told with quality and positive productivity reports that I am doing well. I am highly motivated. Although in the media people have complained about the TOT, I can honestly also say EVERY JOB I've ever had has had stricter policies and I this job offers so much leeway.","Because you can get hired without an interview, a lot of new hires who have this as their first job take it for granted, and have a negative attitude which can affect the work environment overall especially if you are judging strictly what people say online.",Let me get free AWS certifications please.
428,5.0,Current Employee,less than 1 year,Best Employer on Earth,"Nov 30, 2021","Executive Assistant in Las Vegas, NV","Las Vegas, NV","By far, the best place to work. I immediately felt like I was apart of the team. Amazon sets you up for success right from the start. The on-boarding and training is extensive and while it can be overwhelming, everyone is there to help you and answer any questions you have. This company is different. They actually care about their employees and their customers. There is no ""prove yourself"" mentality here. Seriously, the best work experience I've ever had.",I have zero cons to mention.,Nothing.
429,2.0,Current Employee,more than 1 year,Upper Management need training how to treat and talk to associates,"Dec 9, 2021","Warehouse Associate Picker in Wichita, KS","Wichita, KS","Meet a lot of new people!
Make decent pay especially at peak time and overtime pay.
Lots of break rooms and vending machines and fridges with food and drinks to purchase.","Long shifts!
Short breaks! 
If full time wont receive enough sleep in the day
Upper management such as PA are not approachable/nice and will talk to you like you’re really beneath them
Jacket colors divide associates",There’s alot of upper management that need to be demoted and trained to talk and deal with associates in a professional and respectful manner! A lot of them let they’re jacket color (red) to be specific! make them completely rude and basically lazy and not understanding of the everyday workers busting their behinds! Honestly there’s alot of blue jacket (Ambassadors) that deserve their jobs!
430,1.0,Former Employee,more than 1 year,"Not worth it, they’ll trade you I’m as soon as they can","Dec 2, 2021",Warehouse Associate,,The work is consistent if you get on a full time schedule and they pay double time when they need people. It’s probably the easiest work you will ever do in your life. It’s hard to not succeed especially if you need short term work.,"They really don’t care. It’s a revolving door with a 30 day turnover rate. Everyone is a number until they have a union scare. I worked there for a year and lost my job to labor sharing. They gave away all of our shifts to other amazon workers outside of our wharehouse and no one was able to get hours. As a result we all got fired, and then we were given the opportunity to come back after they took away all of our vacation pay.",Stop over hiring for shifts. Know your numbers and don’t waste their time. It may be a big company but you can’t retain people when you waste their time and don’t listen. I loved this company until I started working for it
431,5.0,Current Employee,less than 1 year,This is an honest review,"Oct 20, 2021",FC I Fullfilment Center Associate,,"My Area Manager is the most amazing and compassionate individual I've ever had the pleasure of working with. If I communicate with any PA or management with any concern, it is quickly resolved. I find myself respected here, and for the first time experiencing a work environment with a lot of opportunity for growth, amazing benefits, and I am constantly told with quality and positive productivity reports that I am doing well. I am highly motivated. Although in the media people have complained about the TOT, I can honestly also say EVERY JOB I've ever had has had stricter policies and I this job offers so much leeway.","Because you can get hired without an interview, a lot of new hires who have this as their first job take it for granted, and have a negative attitude which can affect the work environment overall especially if you are judging strictly what people say online.",Let me get free AWS certifications please.
432,5.0,Current Employee,less than 1 year,Best Employer on Earth,"Nov 30, 2021","Executive Assistant in Las Vegas, NV","Las Vegas, NV","By far, the best place to work. I immediately felt like I was apart of the team. Amazon sets you up for success right from the start. The on-boarding and training is extensive and while it can be overwhelming, everyone is there to help you and answer any questions you have. This company is different. They actually care about their employees and their customers. There is no ""prove yourself"" mentality here. Seriously, the best work experience I've ever had.",I have zero cons to mention.,Nothing.
433,2.0,Current Employee,more than 1 year,Upper Management need training how to treat and talk to associates,"Dec 9, 2021","Warehouse Associate Picker in Wichita, KS","Wichita, KS","Meet a lot of new people!
Make decent pay especially at peak time and overtime pay.
Lots of break rooms and vending machines and fridges with food and drinks to purchase.","Long shifts!
Short breaks! 
If full time wont receive enough sleep in the day
Upper management such as PA are not approachable/nice and will talk to you like you’re really beneath them
Jacket colors divide associates",There’s alot of upper management that need to be demoted and trained to talk and deal with associates in a professional and respectful manner! A lot of them let they’re jacket color (red) to be specific! make them completely rude and basically lazy and not understanding of the everyday workers busting their behinds! Honestly there’s alot of blue jacket (Ambassadors) that deserve their jobs!
434,4.0,,,Fair,"Dec 28, 2021","Operations Manager in Saint Louis, MO","Saint Louis, MO","Challenging, fast paced, good pay","Long hours, lack of accountability",
435,5.0,Current Employee,more than 3 years,Great company to grow with,"Sep 24, 2021",Lead Process Assistant,,"Amazon is a great company to work for they do so much for its employees. Just wish they would make it more known what they do to the employees. Amazon has paid for me to get 2 nationally recognized licenses to help me move forward in my career and knock off 2 ""I will one day"" from my wish list. Meet some of my closest friends there. Could not have gotten through the last few years without Amazon and the people I have meet.",Amazon's hiring process for managers is not the greatest. Numbers are not all that matter. I have had some awesome managers and some terrible ones. But if you do your job and answer your right boss man/lady its a easy day.,In the FC many managers are being asked to step back from the employees and this should be the other way around. Get to know your employees. They work harder and have more motivation to work for some one that knows and respects them. Also hire managers that know what communication is and how to use it to the fullest and effectively.
436,5.0,,,"Great place to be, if you like fast paced accuracy","Dec 8, 2021","ICQA Associate in Lebanon, TN","Lebanon, TN","Deep dive problem solve, inventory grading, eye for details, fast paced, gain knowledge of the entire flow of a warehouse. More knowledge allows for advanced roles","Fast paced, no room for error, which aren't exactly con's if that's your goal. :) on feet 10 hours minimum but easy to qdjust to","As we gear for peak, we need more open communication within and between departments."
437,5.0,Current Employee,less than 1 year,"It's hard, but fulfilling, work","Dec 1, 2021","Business Development Analyst in New York, NY","New York, NY","Great culture and people. Everyone wants you to succeed and we're all on the same team. The projects I get to work on are really interesting to me, and I get to learn and grow as I do them. The comp and benefits are great too!","It's hard hard work. No one asks you to work weekends, but they sort of expect it sometimes. Onboarding while learning new projects and owning some can be stressful, but it doesn't last like that forever.",Keep doing what you're doing!
438,5.0,Current Employee,less than 1 year,Easy hiring process,"Dec 26, 2021","Distribution Warehouse Worker in Staten Island, NY","Staten Island, NY",Starting this week. Hiring process was quick and easy.,I have no complaints with hiring process.,
439,5.0,Current Employee,less than 1 year,Postive Experience,"Dec 23, 2021","Supply Chain Manager in Boston, MA","Boston, MA","Great culture, innovation and collaboration, fast paced with interesting people/ teams/backgrounds involved in different locations, multicultural environment","None experienced. Great culture, fast paced with ability to grow positions internally",
440,5.0,Current Employee,less than 1 year,Easy hiring process,"Dec 26, 2021","Distribution Warehouse Worker in Staten Island, NY","Staten Island, NY",Starting this week. Hiring process was quick and easy.,I have no complaints with hiring process.,
441,5.0,Current Employee,less than 1 year,Postive Experience,"Dec 23, 2021","Supply Chain Manager in Boston, MA","Boston, MA","Great culture, innovation and collaboration, fast paced with interesting people/ teams/backgrounds involved in different locations, multicultural environment","None experienced. Great culture, fast paced with ability to grow positions internally",
442,4.0,Current Employee,more than 3 years,Good and Bad,"Dec 9, 2021","Engineering Operations Technician in Sterling, VA","Sterling, VA","Good benefits
Good salary
Good experience
Great people",It’s harder to get a promotion from within. It would be easier to get a job elsewhere and then come back. The expectations from an internal employee are higher than that of an external candidate.,Make it easier for internal employees to promote and take into consideration what they’ve actually done at the company instead of only what they can say during four 45 minute interviews.
443,4.0,,,Tough place for tough people,"Dec 25, 2021","Software Development Engineer in Seattle, WA","Seattle, WA",High standards and lots of opportunities.,Less benefits and not enough support.,Make sure employees are heard and supported.
444,4.0,Former Employee,less than 1 year,Cool,"Dec 24, 2021","Package Handler in Bridgeview, IL","Bridgeview, IL",The jobs are easy but very repetitive.,"Rather work 8 hours a day for 5 days a week, than 10 a day for 4 day a week",
445,3.0,Current Employee,less than 1 year,Not terrible,"Dec 17, 2021","Amazon DSP Delivery Driver in Austin, TX","Austin, TX",Nobody's looking over your shoulder and telling you what you have to do. You can finish sooner or later than expected if you rush or slow down so that's nice. It's a 4 day work week with 10 hour shifts but mot people don't hit 10 hours a day due to insufficient volume of packages at times. Thankfully they compensate by adding $120 to your paycheck if you actually work all 4 days (which most do).,Can get exhausting being in the sun over time and moving but it's not bad when you get used to it. Some pets can be abrasive so just be cautious of how their behavior is.,
446,5.0,,,Amazon fulfillment,"Dec 27, 2021",Associate,,Good pay and good benefits,Long hour's and hard on yiur body,
447,5.0,,,Yes,"Dec 27, 2021","Analyst in San Francisco, CA","San Francisco, CA","Flexible, work is good and fun",Management takes too long to make decisions,
448,5.0,,,Great flexibility,"Dec 28, 2021","Marketing Specialist in Frisco, TX","Frisco, TX",Got to choose my own hours,None. Everything was great! No complaints!,
449,5.0,Current Employee,less than 1 year,Overall Great,"Jul 5, 2021","Amazon Sortation Associate in Wilmer, TX","Wilmer, TX","Easy job and once you work over 40 hours you can start learning new areas of the facility
I'm allowed to work over 40 hours
I only work 3 days a week and can pick up more shifts if I desire, which are always available through the work app
Get paid double if you work on holidays (4th of July is very slow)
If you get lucky you can pick up some Voluntary Time off from a PA and leave your shift early (if they still have veto slots left)
The break room is large spaced out and full of many options to munch on like hot pockets and lunchables","If you overwork yourself like I did by carrying the big boxes to the pallets and not knowing your limit, you risk getting major pain in your fingers every morning waking up, I learned my lesson a bit late but better than never. 
Also if you have a perfectionist personality then note: try to not fix or correct every pallet mistake or organization that doesn't fit to your standards, only when its slow or you see the pallet might be at risk of tipping over. 
So con is that you have a higher risk of a pallet tipping over on you when the workload is heavy and people are rushing to clear the belt.","Don't send small skinny girls to non-con with the giant heavy boxes, it just feels kind of inefficient to send us first over other workers.
Leave at least one or two people at the learning desk so people can come anytime to learn instead of having everyone in lanes or having it closed (incase people come late to their shift or it's a slow day)"
450,5.0,,,Good,"Dec 23, 2021",Anonymous Employee,,Good place to make connections and earn,"Favoritism, high school drama and complacency.",Listen more to the workers that do this back breaking work day in and day out.
451,5.0,Former Employee,more than 3 years,Absolutely Loved this Job,"Dec 23, 2021",Social Media Specialist in Lexington,"Lexington-Fayette, KY","Health insurance, support from management, PTO",Hard to get promoted unless you work for a decade in a lower level position,Keep being positive and supportive
452,5.0,Former Employee,less than 1 year,great pay and leadership!,"Dec 25, 2021","IT Support Associate II in Dallas, TX","Dallas, TX","flexible workloads
good IT Manager management and leadership 
IT Team feels like a family
Great pay and benefits
Clean environment","masks
short lunch breaks
theft of equipment",
453,2.0,Current Employee,more than 3 years,Full Time in AFRP Program,"Dec 21, 2021",Financial Analyst,,Good name and surrounded by smart people,"There are a lot of issues with the program that they mask. Although it is a rotational program, you are doing a lot of mundane task and dont get to choose your team and what placement you want. The senior leaderships will make it as if you are the problem` when expressing to try a different team. This behavior is not acceptable given when this is consider a rotational program.",Be open-minded and actually be transparent about the program that making it sound better than it really is.
454,2.0,Current Employee,more than 3 years,Favoritism at its finest,"Dec 6, 2021","Locker+ Associate in Berkeley, CA","Berkeley, CA","Flexibility, Ease, Time-Management, Some Good Associates to work with (not all),","Favoritism by management, Management doesn't care about you, low pay, rude customers at times, some co-workers will think they are above you even though you get payed the same amount and will literally create a toxic work environment, communication only goes to people who are liked, management has gone downhill, half the lockers never work even though they are supposed to be getting ""worked on"",","Stop letting people who are not managers do your job, stop with the favoritism, communicate better, tickets do not solve everything, maybe check-in with all employees who work there instead of just the ones you like, show some interest in the site/workplace, step-up and tell people who are not doing their job something especially when they do not talk to anyone else"
455,5.0,,,Hhh,"Dec 26, 2021","Warehouse Worker in San Diego, CA","San Diego, CA",Good salary and do not let others,No overtime night we mañana to get it up,
456,5.0,,,It depends,"Dec 24, 2021","Associate in Riverbank, CA","Riverbank, CA","Simple job, if you get good enough you don’t have to worry","Can be stressful, a lot of people worry about making rate",
457,5.0,,,great,"Dec 27, 2021",Warehouse Worker,,everything is great with the company,none at all no complaints,
458,4.0,,,It’s a job,"Dec 28, 2021","Amazon Area Manager in Oklahoma City, OK","Oklahoma City, OK",It’s a typical management job,You work very long hours,
459,4.0,Current Employee,more than 1 year,Good,"Dec 28, 2021","Financial Analyst in Manchester, NH","Manchester, NH",Good place to work at,I don’t really have much to say,
460,4.0,,,It’s a job,"Dec 28, 2021","Amazon Area Manager in Oklahoma City, OK","Oklahoma City, OK",It’s a typical management job,You work very long hours,
461,4.0,Current Employee,more than 1 year,Good,"Dec 28, 2021","Financial Analyst in Manchester, NH","Manchester, NH",Good place to work at,I don’t really have much to say,
462,5.0,Current Employee,less than 1 year,Great place to learn,"Dec 23, 2021","Senior Solutions Architect in San Francisco, CA","San Francisco, CA","Strong culture worth embracing - customer centricity, working backwards","One can get burnt out as there is a lot to learn, pacing is important",
463,5.0,Current Employee,more than 3 years,Great company to learn how to recruit at scale,"Dec 9, 2021","Technical Recruiter in Seattle, WA","Seattle, WA","Amazon gets a bad rap as having no work-life balance but that wasn't my experience. There is plenty of balance so long as you're able to deliver results. If you actually do your job, it's not hard to deliver results.",There is always more work to be done. Job security I guess.,Look at the broader story that the metrics tell.
464,2.0,Former Employee,less than 1 year,Pay was good but job not for me,"Oct 16, 2021","Warehouse Team Member in Baltimore, MD","Baltimore, MD","Bonuses, holiday pay, overtime, flex pay, choosing own shifts, taking time off, paid every week, easy simple tasks, wear what you want, no experience needed, no degree needed, easy hiring process no interview, no resume, no competing, you can walk off and quit when you want without anyone looking for you","dark loud warehouse, repetitive robotic tasks that never end, no matter how hard and fast you work, disorganized, confusing layout, no guidance and will feel lost not knowing what to do or who to report to or where because the floor is so open and huge, a minimum 4-hour shift feels so long, they treat you like you're in elementary school, overworked, back pain, will feel like a slave, depressing environment, managers yell at you like you're a child, you're trapped in this building with minimum breaks.",Fire everyone and hire robots. Lol jk I know ppl need jobs and you all need the tax credits from hiring low-income ppl who probably get state benefits and have no education or no other employment opportunities but idk how amazon could improve to make people want to work there and stay no matter how bad life is for them or how many $4 bonuses per hour or triple holiday overtime you give. Degrading humans into robotic slaves won't last too long.
465,4.0,Current Employee,more than 1 year,Its better pay than EMS,"Dec 20, 2021",OMR,"Jacksonville, FL","Pay, benefits, paid holidays, 4 day work week, job itself is fairly easy","Mando overtime, can change schedule for business needs, work under your scope, no real promotion path.",Make a OMR/IPS promotion path.
466,5.0,,,Delivery Driver,"Dec 26, 2021","Delivery Driver in Atlanta, GA","Atlanta, GA",Good money if you a hard worker,Dangerous stray dogs during delivery route,
467,5.0,,,Amazon Business-Great Opportunity to Grow Your Career,"Nov 29, 2021","Amazon Business Development in Seattle, WA","Seattle, WA",The AB team has been amazing to work with as I start my new career at Amazon. Everyone has been extremely helpful as I'm learning my new role. I love my team and I already feel that I've been contributing towards our year end goals. I feel very fortunate to be on such a great team.,"It's heavy on phone calls and meetings, so if that's not what you're looking for then working for Amazon business might not be the most ideal job for you.",
468,5.0,Current Employee,less than 1 year,Area Manager,"Dec 23, 2021","Area Manager in Tampa, FL","Tampa, FL","Great interaction with people, competitive salary, and opportunity to grow.","Long hours, sometimes unreal expectations, disgruntled associates, and minimal support.",
469,4.0,Current Employee,more than 1 year,"Tough job, but has a few positives","Dec 18, 2021","Area Manager in San Diego, CA","San Diego, CA","- Learn how upper management works 
- Great intro to operations
- Awesome associates","- Long hours
- No incentives based on performance","Learn from your role, and figure out how to put it to use in your future career."
470,4.0,,,Good if you have lots of free time,"Dec 21, 2021",Anonymous Employee,,"Good pay, fun team members, and climate controlled","Standing in one spot for too long
Only had one break (lunch) for 30 minutes for my 10.5 hour shift.",
471,4.0,Current Employee,more than 1 year,Amazon AWS Oregon,"Jul 8, 2021","Id Deploy in Hermiston, OR","Hermiston, OR","Good people, Good Environment, Safe with lots of ambitious people around you.","Waiting on Vendors to get work done properly. Moving up L3 to L4 or L4 to L5 can be impossible depending on your job and who you work for, as some jobs don't even allow any ranks above L3 unless you're a LEAD or Supervisor. Amazon doesnt give you any ""free prime"" or anything like that, you get 10% off your first 1000 bucks you spend on AMAZON.COM soo yah, 100 bucks off. Lets see, You can't go up in Level by transferring because then you don't have any experience in the new place you transferred to, so you'll need to put a year in or so there, to then qualify to go up, and that's just to get your paperwork in. The point i'm trying to make here, is come into AMAZON at the highest L Rank you can, L3 and below are entry level, L4-L5 are normal supervisors or more technical jobs (unless you're in Seattle, then it's L5-L6). People around here literally leave Amazon for a year, then reapply for higher positions because it's easier then trying to move up internally within that time frame.","Stop hiring out for managers and supervisors when we have perfectly good workers that are ready to move up. It's a huge demotivator knowing that our supervisor has no experience and needs to learn everything we know and who we are and what we do, when you could of just made our lead tech or a motivated tech within that division our supervisor. At least that gives us hope of moving up when the opportunity strikes."
472,4.0,Current Employee,more than 1 year,Great Benefits but be prepared to hustle,"Dec 20, 2021","Warehouse Associate in Phoenix, AZ","Phoenix, AZ","Great benefits
Stay fit
Flexible time off","Don’t be late or miss your shift….can result in immediate termination
Most people can’t keep up the required pace for very long before their body breaks down",
473,4.0,Former Employee,less than 1 year,Great Pay,"Dec 26, 2021","Fulfillment Associate in Sacramento, CA","Sacramento, CA",Good pay and overtime available,Very large facility that requires getting used to,
474,5.0,Current Employee,less than 1 year,Operation,"Dec 26, 2021",Area Manager,,Great entry level job and great salary,"Workload bit too much
no overtime paid",
475,5.0,,,Amazon delivery driver,"Dec 26, 2021","FBI Special Agent in New York, NY","New York, NY",Flexible hours to work with,There isn’t any cons at all,
476,5.0,,,Great,"Dec 27, 2021","Software Engineer in Miami, FL","Miami, FL","room to develop
inclusive company
Very good perks",extremely busy at times with long hours,
477,5.0,Current Employee,less than 1 year,Good,"Dec 27, 2021",Order Full,"Appling, GA",Everything is great working at amazon,I can't think of one con,Nothing
478,4.0,Current Employee,more than 5 years,I enjoy it,"Dec 23, 2021","IT Support Engineer I in Chicago, IL","Chicago, IL","Benifits, Hours, Locations, Time off, Opportunity, Technology","Pay
Retirement 
Communication 
Paid time off times
Lots of work",Easier pay negotiation. More information on current on goings.
479,1.0,,,Terrible Place to Work,"Nov 28, 2021","Anonymous Employee in Richmond, VA","Richmond, VA",The training required by corporate policy is frequent and detailed.,"I actually did get Verbal Coaching about not using the bathroom outside of designated break time-- that's not exaggerated by the media. AMs/PAs frequently encouraged us to violate corporate safety policy. We didn't have responsive HR. Favoritism was rampant-- people the management liked would get gifts, extra breaks, and VTO several days in a row/during blackout periods. We NEVER had all the tools and supplies necessary to complete our work. They don't give raises to translators, Learning Ambassadors, PIT Trainers, or Problem Solvers, but you may get put on a blacklist for VTO opportunities if you agree to take on extra responsibility. PLOA is a myth unless you have children.","Management should figure out who wants what job assignment and put staff where they want to be instead of having us do the least favorite thing shift after shift. Management should figure out who wants to stay for Amazon for a long time vs who is there for a paycheck, and train up accordingly. NO TIER 1s SHOULD BE ON THE VTO BLACKLIST."
480,4.0,Former Employee,less than 1 year,Great Opertunity,"Dec 17, 2021",Bilingual Specialist,"Goodyear, AZ",It was my first job in the U.S. The task was very interesting and challenging. The coworkers were great!!! A lot of fun!,"I had the night shift, and we did not have much to do. The development possibilities were very limited at this position.",
481,2.0,Current Employee,more than 3 years,"High pay, high stress. It is what it is","Nov 26, 2021","Manager%2C Account Management in Seattle, WA","Seattle, WA","It was enjoyable to work on impactful, fast growing, and large businesses. Amazon (corporate) pays a lot due to its employee stock program. There were some extremely smart people I had the pleasure of working with and learning from while there.","Amazon works its people hard. Other than the stock, the base pay and benefits such as 401k match and PTO are terrible, lagging behind any other similar company in the area and industry. I have worked at some big companies and Amazon treats its people like they are disposable: Consistently understaffed and unable to recruit new people. Because of this, burn out is extremely high and they expect people to keep staying for the stock.","Show employees your care by giving them long term 401k plans and competitive PTO for chance to actually live outside of work. Also, try not to be so objectively evil and greedy as a company."
482,3.0,Former Employee,less than 1 year,An okayish part time job. Best to upskill and move forward,"Jan 1, 2022","Warehouse Packer in Union, NJ","Union, NJ","Decent pay, decent benefits. The manager is friendly","Too much work, too much stress, and too much demand for productivity","Humans are not machines, let them relax a bit"
483,4.0,Former Employee,more than 1 year,Good opportunity to refine yourself,"Dec 8, 2021",Shift Assistant,,"The flexibility of schedule is a plus, benefits, work culture.",What I didn't like about Amazon is the micro managing from upper management,"When running an operation, safety and performance is a priority. Really take in consideration the thoughts and opinions of your work force. Most of them are willing to put their blood sweat and tears into what they do if you really value them."
484,5.0,,,Clean baby,"Dec 26, 2021",Floor Sweeper,,Always clean where I worked,No cons. The place was great,
485,4.0,Current Employee,more than 1 year,You drive your growth at Amazon,"Nov 29, 2021","Software Development Engineer in Bellevue, WA","Bellevue, WA","1. Large Company with locations in multiple countries.
2. If you wish to relocate to another location, internal transfer process is smooth
3. Good Work Life balance if working as a Software Engineer
4. You are responsible for driving your growth.","1. You might not get a chance to work on things you wish to work on
2. A lot customer obsessed, thus will depend on only tried and tested methods 
3. Less innovation.","Improve R&D,
Be less obsessed on the customer and a little more on the products itself"
486,5.0,,,Working experience is good at least for my team,"Dec 24, 2021","Software Engineer II SDE2 in Seattle, WA","Seattle, WA","Big company, lots of opportunities, resource.",Between team communication could be hard,
487,3.0,,,If it wasn't for not getting paid enough I would love my job...,"Sep 10, 2021","Investigation Specialist in Seattle, WA","Seattle, WA","Flexible Hours, Amazing Benefits that basically can't be beat elsewhere, career growth opportunities, flexible and large of amounts of time off options. The importance of Diversity and Inclusion with this company rocks!","I have been with Amazon for over 7 years. A year in the position I am in now. While Amazon has consistently been raising their pay wages for their associates over the time I have been here it's not consistent enough with the cost of living or equal to other states even. A single person can barley live off the starting pay here. They would bring in about $1960 a mth after taxes and everything come out of their checks and a 1 bedroom apartment alone runs anywhere from $1600 to $1900 in Seattle and $1200 to $1600 outside of Seattle. You either don't have enough for basic necessities and utilities are barley making it depending on rent and you sure as hell couldn't afford a car payment. I've been with the company for a while so my wages are higher then start out but I couldn't make it on my own if I wanted too and that's not ok.

Other than pay when you get the crappy managers who care about nothing but numbers it can really wear you down but you are going to run into those type of managers at any company.","Advocate for better pay for yourself and your associates, and treat them like human beings. If you treat your team right they will make those numbers you so desperately need to promote."
488,5.0,Current Employee,less than 1 year,Last Mile Experience Design (LMXD),"Nov 24, 2021","Visual Designer in Seattle, WA","Seattle, WA","Working remotely has been such a blessing. Like many, I’ve worked traditional 9-5, in person jobs pretty much all my life. I feel like I have more time to do things and peace of mind. I have a real work-lifestyle balance. I see my family more and can pace my work better. 

Everyone on the team has been so gracious in allowing me time to feel comfortable and get situated. I haven’t felt that pressure to get up to speed and learn everything right away, people understand. The team support has been great, asking for help is strongly encouraged, and everyone has been so curious about me as a person. This is my first experience working in a setting like this (largest employer ever worked for, having onboarded completely remote, and never having actually met my coworkers in person). At first, the thought was intimidating and I have experienced a lot of imposter syndrome in the past—like do I actually belong here? Why me? I always had a hard time trying to get a foot in the door with companies like this. It’s extremely competitive and always felt out of reach. But once this opportunity presented itself and I got in, I felt extremely humbled, grateful, but at the same time not sure what to expect.

So far, my team has been extremely understanding and accepting, willing to guide and help me in any way I need, yet at the same time, support me and encourage creative ownership. I cannot say enough, how am so blessed to be here. The pay, benefits, and PTO/vacation are great—at least in my field/position. I’ve never had a more robust employer package available. Overall, even though it’s only been a month, I truly see now how Amazon has a reputation for attracting great people, talent, growth, and leadership. I’m definitely going to be here for the long-haul.","I honestly cannot think of many, the only thing is the social aspect is missing. I haven’t actually met my coworkers and there aren’t many events or group interactions the way I remember them, naturally, given the current climate of things. The days of simply popping over to someone’s desk and asking a question, or going for morning tea at the work cafe, attending an in-person training, are nonexistent. But I know some people don’t mind that much. I can do without it, but I do miss it sometimes.","I don’t have a lot to say yet since I’ve only been a month in, but I do recall having a lot of trouble the first few days just onboarding and getting my laptop set up remotely—which was extremely difficult. I know I had support and the directions, and I did eventually get up to speed there, but sometimes I didn’t always know what to ask or who when I ran into an issue. It could feel like I was alone and didn’t get all my questions answered right away because people on the team were busy during peak season and I’d get responses later. It felt like I could only get so far in the process, and then I’d be on other’s time and wait until help came. I didn’t like to feeling bothersome, but I came to the conclusion that this was normal, and I was reminded consistently that onboarding like this, would come with its unexpected complications. That is everyone’s first experience, they reassured me it was ok."
