,Parsed review,Similar review,Similarity Value
299,Vacation time and holidays off were less than other like organizations,Vacation time and holidays off were less than other like organizations,1.0
300,all that grind is not.,all that grind is not.,1.0
301,"Management can vary however it mostly consists of fresh college graduates who are power-hungry and lack respect to their underlings. Aside from questionable safety practices and strict policies, you'll most of your day feeling like a zombie due to the mindless work one must perform. If you get unlucky, you'll be assigned the role with a daily rate one must hit. This usually involves unfair write ups from LODs if you are suspected of underdelivering while common offenders of phone use and ""time-off task"", as they call it, are left alone.","Management can vary however it mostly consists of fresh college graduates who are power-hungry and lack respect to their underlings. Aside from questionable safety practices and strict policies, you'll most of your day feeling like a zombie due to the mindless work one must perform. If you get unlucky, you'll be assigned the role with a daily rate one must hit. This usually involves unfair write ups from LODs if you are suspected of underdelivering while common offenders of phone use and ""time-off task"", as they call it, are left alone.",1.0
302,"Number not a person
Heavy boxes
Long work day
Not much room for promotion
Not much space","Number not a person
Heavy boxes
Long work day
Not much room for promotion
Not much space",1.0
303,Rude and incompetent supervisors hours never seam to end even when you get done early they will make you “rescue” over and over again work from 10am to 10 pm very hard and unsafe locations they try to put you in,Rude and incompetent supervisors hours never seam to end even when you get done early they will make you “rescue” over and over again work from 10am to 10 pm very hard and unsafe locations they try to put you in,1.0
304,Vacation time and holidays off were less than other like organizations,Vacation time and holidays off were less than other like organizations,1.0
305,"Vague sense of duty
Cursory glance over the definition of different terms","Grueling culture of burnout, and lots of layers of process",0.4009
306,Very tiring and managers don’t care,Very large and complex organization.,0.3651
307,The chance of burnout is high whether youre in corporate or in a warehouse,"60+ hour weeks all year. More in peak. 
Many teams are understaffed and push for people to work 24/7. Burnout is high. 
Sr leaders don't hesitate to ask non critical questions in the middle of the night. 
The teams with openings are usually the teams who cannot retain talent. 
Morale is lower this year than in previous.",0.4105
308,Pay and inflexibility schedule - usually stuck on donut shift,"Managers, pay, holiday pay , and coworkers",0.3536
309,Extensive trainings can get in the way of other projects.,Lots of corporate trainings get in the way of all the hard work I want to be doing.,0.5521
310,"Very short break times

A lot of walking

Sometimes you automatically work a few hours extra if they flex up",You work very long hours,0.4216
311,Bad 401k matching and benefits.,Less benefits and not enough support.,0.3651
312,The hours are very long and the work can be tedious.,1. The amount and speed is very high and can be overwhelming.,0.5385
313,will consume your soul sadly,"Work on your feet until you drop. Time off is designed for an eight hour work day, yet your day will be 10-11 hours+",0.241
314,living in seattle with rain,"People you work with can be in many different locations, meaning you may not get to interact in person with certain coworkers on a regular basis.",0.3213
315,No cons so far. I recommend that you be curious and ask a lot of questions.,New employee. No cons so far.,0.4364
316,Frugality mindset of some managers can be counter productive.,Some of the managers/ambassadors could be an a hole.,0.4444
317,Couldn't keep up with the hours also had a lot a family issues to take care of.,Bit**y'est group of employees I ever worked with. They had a right to be though because the management we had was awful. All they care about is the money the company is making. Don't care one bit about the employees or the students. Lots of favoritism towards a couple employees while a couple who poured their hearts into the company got the shaft end of everything. No real budget to spend money on improving your site so you end up putting alot of your own money into making things nice. Worst curriculums ever but then again no one was willing to step up and make new ideas because complaining is easier I guess.,0.3647
318,Base pay is not always competitive with the tech market,"The smaller the team bigger the on-call load and on-call time 
AWS is not the most reliable as per the last 3 outages in 3 months so oncall is not fun during this time.
Also, on-call during the holidays is no fun",0.3496
319,"Long hours
Not supported
They don’t care about employees","Long hours. Very long hours, sometimes.",0.4216
320,"Can be difficult to get promoted, all depends on your manager as your manager is supposed to write a paper that shows you have met the job leveling guide requirements for the next level. In addition, one needs to get 4-8 feedback requests, then a panel votes on it and your manager either defend you or not. If your manager tells you not to do the promotion process, that means they will not support you. Be prepared to write your own doc as well so the manager can have less work, since writing it can take 1-2 quarters. If you don't get promoted the first time, you can try again the next quarter or two, but having that manager support will be necessary. If your manager changes, it will be more difficult as your new manager can't vouch for you, so another leader will be an enacting overseer. 
Due to the promo process, it may not make sense to switch roles, even if you wanted to.
It's a male club. As a female on the ProServe Professional Practice, I would not be invited to group outings like skiing/dinners, because they ""forgot."" 

Management would not attend meetings when asked, but then would find out they were in an in person meeting for another team members opportunity.

As an individual who did not have kids, it made it harder as well. Managers/leaders would meet up with team members and their kids.

For Professional Services, time sheets are important and have been part of firing panels where a person was fired over missing one timesheet form their improvement plan.","Rumors of it being a meat grinder are understated. It's an aggressive culture with toxicity promoted by mid level managers (sr. finance and director level) who use it to suppress talent. There are obvious exceptions so when landing a job don't be afraid to be diligent with the hiring manager. Get as good a sense of their style, personality, and willingness to be supportive and not just toss you to the side after Day 1 with the time honored ""you own it"" mindset even though it's your second day on the job and you had nothing to do with how it was being done or what the prior person had done to it before you started. It's horrible environment where you don't get grace and even when your manager might have been the one in the role you're filling now, they can easily reprimand you for the poor job you're (they had been) doing.",0.6459
321,"They work every energy bar out of you.
Can't take a vacation until worked for at least 12 months.
Very very limited paid-time vacation pay; the majority of the vacation time is unpaid.
Supervisors hound you to make sure you process ""x"" amount of items per hour, while they sit down in a chair. 
I get it they're doing ""computer work"" but every time I turned around they were caught watching Netflix/listening to music while they harass people to work faster.
The management people I was working with repeatedly made homosexual advances in the workplace... Just because you're in a higher position, doesn't mean the sexual harassment policies don't apply to you! Pathetic. Made working there very uncomfortable. 
When I attempted to alert their bosses, they'll would give me falsified contact information because they didn't want to get reported, or get on the one who is doing the harassing's ""bad side"" which is very selfish. Overall, I would work here again because of the consistent pay, benefits, etc... However, next time around I will make sure I keep my distance from the supervisors at OKC1 Facility near Will Rogers Airport, OKC, or any other facility in the states. I will make sure I don't alert other authorities there about the sexual harassment in-person (only online via phone call or email) because a lot of times, the supervisors are very aware of how important the job is to them and most-likely will change the narrative of the story. Also, the managers would pull just about every worker in the station about their ""time off task"" however, everyone who was working there at the time knew that a good amount of the time, the restrooms were closed due to either 1)spot-cleaning or 2)construction/deep-cleaning maintenance. This is very unprofessional for the managers to accuse workers of not working because we'll have been gone for longer than 5-10 minutes due to having to wait in line to use the restaurant and go up and down different floor levels to hopefully find an open restroom! I drunk a lot of water when working because of the highly expected process rate. It's truly a workout, which I am okay with when working at any facility given I've worked at two different facilities thus far(one part-time and one full-time). So, what would I do differently? I would make sure I wait until hired again (because I resigned, have to wait 12 months to be considered to work again when resign, I'm not sure what the policies are when fired, but when resigned, this is the message I received from Amazon) and wait until I find out who my supervisors are, and do research on them to find out who their supervisors are so I am not the only worker their without leverage if those issues occur again therefore, I will have the clear option of reporting any supervisors violating any rules or make the work-environment uncomfortable instead of leaving because THEY'RE the one's in the wrong!","Work environment is one of the worst I've experienced. My experience may be a bit biased due to the boss I have, but from everything I've heard from friends in the same career, it's more common than not to have the same experience. The disconnect between management and operations is astronomical. Each person is truly treated like a number and the sole objective of everyone above you is to get to the next level, and not create a happy work environment. You will be thrown under the bus if it saves another person's career, without hesitation. 
Along with this is the category of pay. Since Amazon is such a large company, a large portion of your pay is composed of stocks. I was promised, in my hiring contract, that I would start earning my portion of stocks on my one-year anniversary. Little did I know, in reality it takes 2 years for you to start earning this portion of your salary.
Finally, they prevent the people who deserve it most from being promoted. This sentence does not apply to me, but the people I work with. Some of my coworkers have been with the company for over 4 or 5 years and management refuses to promote them due to a ""language disconnect"". Funny enough, everyone but management and operations leaders seem to understand them just fine with no problems. 
The company is composed of lies and disconnections in all levels of work.",0.6763
322,"Long hours, hot, crowded break rooms, management has a high nose especially PA, tiring,","Long hours. Very long hours, sometimes.",0.3508
323,"Without having worked at Amazon, I found there's a large learning curve in my role as the Amazon way really is unique as it relates to acronyms, jargon, processes, etc.","Working at Amazon comes with a lot of really great positives, but Amazon Fresh is not one of them.

For Amazon Fresh only - it is absolute chaos. No systems, no manager support, it's a heavy ""callout culture,"" meaning people are encouraged to call out others' mistakes in a public forum so that they can look better. Leadership is completely out of tune with the day to day activities of CMs and PMs, they have no grasp of the necessary time and actions required to complete one of their asks. 

 I feel like I am constantly just spinning my wheels and getting nothing accomplished. Really cool project, but Fresh needs a significant culture change in order to move forward. Apply at your own risk - I would strongly recommend using a role at Amazon Fresh as an opportunity to get your foot in the door at Amazon, then rotate to a new org ASAP. Do not work on this org for any more than 1 year. 

Honestly, if I didn't have to pay back relocation, I would've quit several months ago. The only thing keeping me here is that I would have to pay back relocation in full if I were to leave on my own accord.",0.37
324,"1. health hazard: noise from the FC, standing for 10 hours, holding laptop all the time
2. no recognition or hard work and harsh comment on the walkie
3. no concern for the manager, it is all about customers, volume, and money
4. unnecessary competition among managers and top managers
5. dirty politics on fav managers from OMs.","The smaller the team bigger the on-call load and on-call time 
AWS is not the most reliable as per the last 3 outages in 3 months so oncall is not fun during this time.
Also, on-call during the holidays is no fun",0.431
325,"Hours can be overwhelming, lots of work",Big time commitment and lots of hours,0.4286
326,Bad but decent not horrible,"Number not a person
Heavy boxes
Long work day
Not much room for promotion
Not much space",0.2739
327,Heavy labor on the body,Hard manual labor can be hard on the body,0.5394
328,Work life balance gets worse as time passes,Work life balance gets worse as time passes,1.0
329,Bad because they overwork u,Bad because they overwork u,1.0
330,Work life balance gets worse as time passes,Work life balance gets worse as time passes,1.0
331,Bad because they overwork u,Bad because they overwork u,1.0
332,"Hard on your back
Not much health support for on the job injuries

Available medical team had a bad attitude and grilled me about whether or not my injury was work related and tried to find ways to argue it wasn't and get me to agree with them.","Job is grueling and honestly sucks unless you're an L3 or above employee.
Expect lower back pain and potential for carpal tunnel and Plantar fasciitis. 
Most Managers care more about numbers than the safety and health of employees. (With some exceptions)
Overtime can be MANDATORY at times and if you have prior engagements you're expected to either use your own PTO, UPT, or Sick time to get out of it. (for certain reasons you may be able to talk to HR to be excused, but you'd have to go during your lunch or after work to get that sorted out)
They pretend to care about covid-19, but won't support the team that was specifically created to prevent it in any meaningful way.",0.4862
333,"Sometimes shifts aren’t available, which in turn sometimes can effect your status of employment",Sometimes it rains in Kansas.,0.3354
334,"Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.","You need to stretch a lot and be very proactive in taking care of your physical health, so if you're not good at this nor motivated to do so, then job will leave you very sore and tired. You need to hustle to get work accomplished. If you're a slow worker, this is not the role for you.",0.7013
335,No cons atm for amazon,New employee. No cons so far.,0.3651
336,"weather, forced to help slow coworkers, long hours, hard work, lots of fatigue from moving 10+ hours a day, burnout from being overworked.","Long hours. Very long hours, sometimes.",0.3721
337,a lot of ambigiuity + be ready for a lot of new information being thrown at you,There wasn’t a lot of downsides,0.4216
338,"Management are not good.
Unfair hourly rates.",The management and HR are terrible,0.3086
339,Overworked and I got corona virus from all of the people,"Some people really took the job too seriously and thought it was a life or death situaiton. Some of the mangers are so aloof and so disconnected from reality they make decisions that they don't grasp will have consequences. IE forcing people to go full-time ""or else"" during the busiest time of the year. Capping hours at 32 hours and penalizing people for wanting to work overtime. then ::Shocked pikachu face:: You wonder why you are understaffed and can't fill your schedule. Also if an employee has their phone out and ISN'T using it there is no need to try and make an example out of them and make a scene. look at the productivity of employees from an objective manner and not based upon anecdotal observation. It's amazon. I",0.425
340,Work/life balance is stressful. Employee needs to be in-charge of drawing boundaries and saying 'no' if you have too much to handle.,"- Too many systems/software to work with.
- Have to set boundaries when it comes to life and work balance. 
- Not well-organized. There is a lot of disconnect between different teams.",0.509
341,Expect to digest a lot of information in a very short time when you join.,there was a lot of training video content to watch through in the first month. you are expected to deliver a project within 2 months when you start.,0.412
342,"No life, talking to boxes, depressed, you torturing your body for chump change when you older you’ll realize it’s not worth it","You have to be self motivated. NO ONE will hold your hand and tell you that you're doing a great job. If you need constant affirmations from management, this company isn't for you.",0.4687
343,It was really unclear what the supervisor wanted specifically from me.,"I have no cons I can think of aside from the ambiguity of the role. But, it is what it is.",0.3482
344,"too much to do
ops nightmare
high atttrition in most aws teams","Too much work, too much stress, and too much demand for productivity",0.3536
345,"Loss of freedom at the cost of nothingness: 

The value of nothing is nothing; therefore nothing is absolutely free. Who would give everything for nothing, is free.

That is the price of everything; freedom.","I have no cons I can think of aside from the ambiguity of the role. But, it is what it is.",0.4676
346,No cons since its work from home,Work from home is not permanent,0.4629
347,"I understand fir safety reasons workers don't wear AirPods but, i feel as though it could help some people work better.","It's hard hard work. No one asks you to work weekends, but they sort of expect it sometimes. Onboarding while learning new projects and owning some can be stressful, but it doesn't last like that forever.",0.2649
348,Hard work 100% of job is on your feet,"Work on your feet until you drop. Time off is designed for an eight hour work day, yet your day will be 10-11 hours+",0.4191
349,Not really anything for any smart candidates.,Not really any that I can point out just yet,0.378
350,"None I had to deal with, but everything is done over a TC so if you're lacking or moved something incorrectly it would show up on the Lead's team so keep ya TC close so your works shows!","Rumors of it being a meat grinder are understated. It's an aggressive culture with toxicity promoted by mid level managers (sr. finance and director level) who use it to suppress talent. There are obvious exceptions so when landing a job don't be afraid to be diligent with the hiring manager. Get as good a sense of their style, personality, and willingness to be supportive and not just toss you to the side after Day 1 with the time honored ""you own it"" mindset even though it's your second day on the job and you had nothing to do with how it was being done or what the prior person had done to it before you started. It's horrible environment where you don't get grace and even when your manager might have been the one in the role you're filling now, they can easily reprimand you for the poor job you're (they had been) doing.",0.3451
351,Fast paced with lot of adhoc asks.,a lot of ambigiuity + be ready for a lot of new information being thrown at you,0.3563
352,"Repetitive work
Parking isn’t good
Break rooms are crowded","Long hours, hot, crowded break rooms, management has a high nose especially PA, tiring,",0.2774
353,"Very physically demanding, long hours.","Long hours. Very long hours, sometimes.",0.7071
354,"The tuition reimbursement is great as long as you are going through ""their"" program which since I am already in school does not work with my current program. I would have to try to switch schools. There is also a lot of dislike between shifts.","You do not matter. You are 100% replaceable. How well you do your job will not help you advance as an associate, favoritism is rampant. The management does not know what they are doing as most are hired right out of college and a trained by managers with about 3 weeks experience with the company, the associate who have 2+ years of experience are used to maintain numbers and most the work load is in turned dumped onto them( L1’s are expected to pick/stow/pack at a faster rate then the ones with less experience but the new associates are not expected to ever reach the same rate. ) Process assistants regularly do the jobs of area managers as the AM’s regularly dump most of their work onto PA’s so they can continue gossiping with each other in conference rooms while claiming to be discussing business metrics however never discussing anything remotely related to work for hours on end. HR is not there to help you when you need help they are there to make sure management level personnel doesn’t get the company sued so you will be let go without hesitation if there is a issue with management. The only way you will move up in this company is by kissing butt your performance has as much influence as your ability to walk.",0.4866
355,Long hours very moderate pay,"Long hours. Very long hours, sometimes.",0.7071
356,"Work life balance is not there, at all.","Work life balance is not there, at all.",1.0
357,Amazon will work you to death.,Amazon will work you to death.,1.0
358,Can be mentally and physically draining. A “learn as you go” environment which can have its cons.,Can be mentally and physically draining. A “learn as you go” environment which can have its cons.,1.0
359,Once u start thats basically asfar as youll go u less you go into management.,Once u start thats basically asfar as youll go u less you go into management.,1.0
360,"Work life balance is not there, at all.","Work life balance is not there, at all.",1.0
361,Amazon will work you to death.,Amazon will work you to death.,1.0
362,Can be mentally and physically draining. A “learn as you go” environment which can have its cons.,Can be mentally and physically draining. A “learn as you go” environment which can have its cons.,1.0
363,Once u start thats basically asfar as youll go u less you go into management.,Once u start thats basically asfar as youll go u less you go into management.,1.0
364,"- deceptive recruiting practices
- pay seems better than it really is, as you don't vest on RSU till year 2 (comp still not in line w auto sector for comparable level)
- ""Mandatory Extra Time"" is called for salaried managers as a punitive measure, not just for backlog of customer shipments
- promotion timing is ambiguous and ultimately up to kissing the right butt
- all the ""safety"" talk is complete BS
- terrible work/life balance...even for folks who come from automotive, restaurants, retails will be shocked on how much of your bandwidth is consumed during ""off-time""","Despite Amazon being a great company, the Language Engineering role is not all it is cracked up to be. Forget ML and state of the art NLP: leadership at Amazon has determined that Lang Engineers must author deterministic FSTs while scientists do the hard NLP. Also the tooling for Lang Eng is terrible. You will be building 1980s grammars with unforgiving tooling that will cause you great frustration. They recently changed the role guidelines to say that you need advanced degree in computational linguistics which is ironic as the ideal person for this role needs extraordinary patience with applying command line tools and about the level of linguistic knowledge that comes from having a general interest in it. Another disadvantage is there are fewer than 5 Level 6 Lang Engs in Amazon and getting promoted to that level is near impossible. There are no Principal Lang Engs and the role guideline doesn’t have a category for it. Hence many people try to transfer to other roles but authoring FSTs is very limited and not very transferable for science or SDE, so you need a supportive manager and an unburdened team to find you relevant non core projects to work on.",0.4523
365,Not available at the moment,"I won't sugar coat it, the workload is pretty high. Being an hourly employee ensures I'm not working 60+ hours a week, but while I'm there I feel like I'm barely treading water. A lot of it though is due to staffing shortages at the moment, and from what I understand has not always been the case.",0.4008
366,Ambiguous environment and not enough direction about projects,Less benefits and not enough support.,0.433
367,Heavily engineer driven for sure,"Standing in one spot for too long
Only had one break (lunch) for 30 minutes for my 10.5 hour shift.",0.2535
368,If there was a con it would be the hour's,"The location I worked in practically had you cater to the children. During lunch or snack time the children were not allowed to throw away their own trash, for example, the staff was required to do it for them. They were so used to it that the older kids would at times snap their fingers an call out ""trash"" expecting the staff to get it and throw it away for them. The director would throw in jokes saying "" these kids are spoiled,"" but would never change the rules of having the kids be more independent in throwing their own things away. Her reason was that "" the kids would be to disruptive if they stood up from their chairs during lunch time.""",0.417
369,Everyone is new it’s kind of chaos sometimes.,For a company of it's size - lack of communication strategy is a bit frustrating. The onboarding experience / training for a new hire is lacking.,0.4082
370,"If you don’t like to work hard, the environment might not be for you. I love it.","Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.",0.553
371,Can not get in touch with HR department when needed,"People you work with can be in many different locations, meaning you may not get to interact in person with certain coworkers on a regular basis.",0.3976
372,"performative actions, someone always has to get fired","It can be difficult for external hires to get up to speed, but there's always someone willing to help teach you.",0.4082
373,I do not have any cons...It is what you make it!,"I have no cons I can think of aside from the ambiguity of the role. But, it is what it is.",0.4804
374,A lot to take in during onboarding,"Constant need for process improvement that leads to projects that are silly. Little help with developing projects. Amount and type of standard work leads to a lot of check the box. Turnover at all levels of leadership causes you to change manager often, which creates issues in moving up if not self directed. Onboarding was awful (here is a laptop, take some knets, and get to it)",0.3424
375,doing work that your not suppose to be doing,"hahahaha welcome to your own personal heck you aint in cansis anymore if want to work and be treated like a machine or an inter changable cog then this is the job for you 
*the job itself wouldnt be that bad if you work with the right manager/supervisor other wise prepare for some dumb stuff
*your gonna get a complaint or 2 over your time working there just bound to happen no matter if its your fault or not 
*someone is going to lose there crap and direct there anger out at you atleast once maybe 
*no matter how well you are doing your manager will find a problem even if its not related to any thing that you did or even would know about i.e. someone puts a box in front of a pallet
*if theres vto you arent getting it ever again
*prepare for the bathroom olympics you have 5 minutes to get to the bathroom go wash your hands and get back to your spot or prepare to explain what took you so long",0.3601
376,Long hours good pay but you are tired.,Long hours good pay but you are tired.,1.0
377,On call and added stress.,On call and added stress.,1.0
378,"wll alot of things should get better, be careful guys","wll alot of things should get better, be careful guys",1.0
379,managers aren't always the best,managers aren't always the best,1.0
380,Long hours good pay but you are tired.,Long hours good pay but you are tired.,1.0
381,On call and added stress.,On call and added stress.,1.0
382,"wll alot of things should get better, be careful guys","wll alot of things should get better, be careful guys",1.0
383,managers aren't always the best,managers aren't always the best,1.0
384,"Bad managers
No parking lot
Schedule unfair","1. health hazard: noise from the FC, standing for 10 hours, holding laptop all the time
2. no recognition or hard work and harsh comment on the walkie
3. no concern for the manager, it is all about customers, volume, and money
4. unnecessary competition among managers and top managers
5. dirty politics on fav managers from OMs.",0.2026
385,"Company puts no effort into retaining good employees.

Compensation structure is misleading or predatory.

Promotion process is a nightmare and can take over a year when interviewing into the same position takes a few hours.

Can be incredibly political (managers trying to impress each other)

Teams are incredibly unstable, reorgs are common. At any moment you could be forced under a team/manager that you don't like.

Operations loads (on call) can be incredibly time intensive with no work-life balance when you're on call.","Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.",0.4254
386,"Management is very bad, employees didn't care at all","Work life balance is not there, at all.",0.3536
387,The management and HR are terrible,"The schedule can be brutal on you physically and mentally. The hours are overnight with 10 and 12 hour shifts. You are often times made to feel like a number in the warehouse. Coworkers, managers and higher ups are always being rotated/transferred.",0.4666
388,During peak season and can get very overwhelming and unorganized,1. The amount and speed is very high and can be overwhelming.,0.5604
389,Weather driving distance load unloading amount of stops,You getting a good amount of excerise,0.2887
390,"- numbers game, all they care about numbers numbers numbers
- AA's treated poorly, only given 30 min T0T in a 12 hr day 
- too much politics and favoritism in play
- 0 work life balance, felt like I was living to work",Don’t care about your personal health. They only see us as numbers.,0.3172
391,Vacation is under industry average,"- Below industry average PTO
- Subpar equity vesting timeline compared with industry competitors
- Low base pay cash compensation component",0.3
392,"Team is under-resourced and lacks robust, scalable systems/tools, and lacks a long-term operations vision. How does Amazon want to participate space? No women in senior leadership roles. Very brutal working hours with little respect for personal work/life boundaries.",I find working for Amazon charges me with energy and want to do better and more. There is nothing I would change.,0.3496
393,"Managers are focused on their current situations, If you are new you will have to go out and learn knowledge from the people around you. 

If you do not set expectations with your manager, it will be difficult to progress, since the picture is unclear. Your manager has to present your case, on why amazon should keep you.","Can be difficult to get promoted, all depends on your manager as your manager is supposed to write a paper that shows you have met the job leveling guide requirements for the next level. In addition, one needs to get 4-8 feedback requests, then a panel votes on it and your manager either defend you or not. If your manager tells you not to do the promotion process, that means they will not support you. Be prepared to write your own doc as well so the manager can have less work, since writing it can take 1-2 quarters. If you don't get promoted the first time, you can try again the next quarter or two, but having that manager support will be necessary. If your manager changes, it will be more difficult as your new manager can't vouch for you, so another leader will be an enacting overseer. 
Due to the promo process, it may not make sense to switch roles, even if you wanted to.
It's a male club. As a female on the ProServe Professional Practice, I would not be invited to group outings like skiing/dinners, because they ""forgot."" 

Management would not attend meetings when asked, but then would find out they were in an in person meeting for another team members opportunity.

As an individual who did not have kids, it made it harder as well. Managers/leaders would meet up with team members and their kids.

For Professional Services, time sheets are important and have been part of firing panels where a person was fired over missing one timesheet form their improvement plan.",0.6188
394,"Production rates
Distance to and from break room
Micromanagement","Production rates
Distance to and from break room
Micromanagement",1.0
395,a bit tired than other company just a little bit,a bit tired than other company just a little bit,1.0
396,Training material doesn't match platform a lot of times,Training material doesn't match platform a lot of times,1.0
397,"boring, short breaks, short training, repetitive","boring, short breaks, short training, repetitive",1.0
398,The work was menial monotonous,The work was menial monotonous,1.0
399,You could get fired so I would say it isn’t a long term job also because it can be hard on the body. And you sometimes have to scan a certain amount of items and if you constantly not reaching that you could be fired easily,You could get fired so I would say it isn’t a long term job also because it can be hard on the body. And you sometimes have to scan a certain amount of items and if you constantly not reaching that you could be fired easily,1.0
400,"Production rates
Distance to and from break room
Micromanagement","Production rates
Distance to and from break room
Micromanagement",1.0
401,a bit tired than other company just a little bit,a bit tired than other company just a little bit,1.0
402,Training material doesn't match platform a lot of times,Training material doesn't match platform a lot of times,1.0
403,"boring, short breaks, short training, repetitive","boring, short breaks, short training, repetitive",1.0
404,The work was menial monotonous,The work was menial monotonous,1.0
405,You could get fired so I would say it isn’t a long term job also because it can be hard on the body. And you sometimes have to scan a certain amount of items and if you constantly not reaching that you could be fired easily,You could get fired so I would say it isn’t a long term job also because it can be hard on the body. And you sometimes have to scan a certain amount of items and if you constantly not reaching that you could be fired easily,1.0
406,"* The work can be physically strenuous at times (you're physically moving packages, after all)

* Tasks are pretty repetitive for the most part: move this, scan that, repeat

* Most shifts available tend to be over night, or very early morning, which isn't everybody's ideal work schedule.",The hours are very long and the work can be tedious.,0.4077
407,"- Fast pace
- I which to have less tool to perform my work
- Improve team integration","Fast-paced isn't everybody's thing, and it's up to you to set boundaries to maintain work-life balance.",0.4082
408,"Managers do not always have management experience or training, so Amazon's policy of allowing an IC to ""try out"" being a manager can backfire. The opaque employee evaluation process requires your manager to advocate on your behalf, but this requires preparation and time that are now under more pressure than ever by projects and other priorities.

Compensation and salary caps that do not adjust for inflation make Amazon less competitive with other employers, particularly when other employers are putting in extra effort to attract and retain talent. As Amazon's culture has changed, the cost of staying has increased while the compensation for staying has decreased or remained stagnant. The ""5th-year cliff"" after hiring incentives (2 years for sign-on, 2 years of RSU vesting) is steep.","I have been with Amazon for over 7 years. A year in the position I am in now. While Amazon has consistently been raising their pay wages for their associates over the time I have been here it's not consistent enough with the cost of living or equal to other states even. A single person can barley live off the starting pay here. They would bring in about $1960 a mth after taxes and everything come out of their checks and a 1 bedroom apartment alone runs anywhere from $1600 to $1900 in Seattle and $1200 to $1600 outside of Seattle. You either don't have enough for basic necessities and utilities are barley making it depending on rent and you sure as hell couldn't afford a car payment. I've been with the company for a while so my wages are higher then start out but I couldn't make it on my own if I wanted too and that's not ok.

Other than pay when you get the crappy managers who care about nothing but numbers it can really wear you down but you are going to run into those type of managers at any company.",0.5125
409,"- Not as many perks as some tech companies/startups
- Rapid changes (can sometimes be a good thing)
- You can sometimes feel a bit too much like a little fish in an ocean","Amazon is a large company and it can often feel like you're a small cog in a giant machine which can kind of crush your spirits sometimes (for me). Some of the work can be pretty boring, but management has been very attentive in my experience to try and help you work on something that's interesting to you.",0.3254
410,The restrooms are dirty and morning shifts suck,"The schedule can be brutal on you physically and mentally. The hours are overnight with 10 and 12 hour shifts. You are often times made to feel like a number in the warehouse. Coworkers, managers and higher ups are always being rotated/transferred.",0.449
